Place Of Service,Service Type,Product,Group Size,In Network,Is Covered,Date of Service From,Date of Service To,Covered in Full,Copay,Coinsurance
Outpatient,diabeticSupplies,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,diabeticSupplies,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,diabeticTesting,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,diabeticTesting,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,diabeticTesting,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,diabeticTesting,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,diabeticTesting,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,diabeticTesting,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,diagnosticImaging,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,diagnosticImaging,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,diagnosticImaging,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,diagnosticImaging,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,diagnosticImaging,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,diagnosticImaging,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,diagnosticTesting,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,diagnosticTesting,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,diagnosticTesting,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,diagnosticTesting,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,diagnosticTesting,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,diagnosticTesting,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,dme,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,dme,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,dme,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,dme,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,dme,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,dme,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,electiveAbortion,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,electiveAbortion,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,electiveAbortion,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,electiveAbortion,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,electiveAbortion,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,electiveAbortion,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,electiveSterilization,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,electiveSterilization,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,electiveSterilization,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,electiveSterilization,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,electiveSterilization,PROD823,L,Y,Y,1/1/2016,12/31/2023,N,specialistCopay,N
Inpatient,electiveSterilization,PROD823,L,N,N,1/1/2016,12/31/2023,N,N,N
Outpatient,electrocardiogram,PROD823,L,N,N,1/1/2016,12/31/2023,N,N,N
Office,electrocardiogram,PROD823,L,N,N,1/1/2016,12/31/2023,N,N,N
Inpatient,electrocardiogram,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,electrocardiogram,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,electrocardiogram,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,electrocardiogram,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,electroencephalogram,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,electroencephalogram,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,electroencephalogram,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,electroencephalogram,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,electroencephalogram,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,electroencephalogram,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,er,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,er,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,er,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,er,PROD823,L,Y,Y,1/1/2016,12/31/2023,N,erCopay,N
Office,er,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,er,PROD823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,facilityBasedPractitionerServices,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,facilityBasedPractitionerServices,PROD823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,facilityBasedPractitionerServices,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,facilityBasedPractitionerServices,PROD823,L,Y,Y,1/1/2016,12/31/2023,N,specialistCopay,N
Office,facilityBasedPractitionerServices,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,facilityBasedPractitionerServices,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,familyPlanning,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,familyPlanning,PROD823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,familyPlanning,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,familyPlanning,PROD823,L,Y,Y,1/1/2016,12/31/2023,N,specialistCopay,N
Office,familyPlanning,PROD823,L,Y,Y,1/1/2016,12/31/2023,N,pcpAndSpec,N
Inpatient,familyPlanning,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,footCareSurgicalServices,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,footCareSurgicalServices,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,footCareSurgicalServices,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,footCareSurgicalServices,PROD823,L,Y,Y,1/1/2016,12/31/2023,N,pcpAndSpec,N
Outpatient,footCareSurgicalServices,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,footCareSurgicalServices,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,freestandingAmbSurg,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,freestandingAmbSurg,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,freestandingAmbSurg,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,freestandingAmbSurg,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,freestandingAmbSurg,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,freestandingAmbSurg,PROD823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,freestandingLab,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,freestandingLab,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,freestandingLab,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,freestandingLab,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,freestandingLab,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,freestandingLab,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,freestandingRadiology,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,freestandingRadiology,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,freestandingRadiology,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,freestandingRadiology,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,freestandingRadiology,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,freestandingRadiology,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,gardasilImmunizations,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,gardasilImmunizations,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,gardasilImmunizations,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,gardasilImmunizations,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,gardasilImmunizations,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,gardasilImmunizations,PROD823,L,N,N,1/1/2016,12/31/2023,N,N,N
Outpatient,geneticCounseling,PROD823,L,N,N,1/1/2016,12/31/2023,N,N,N
Office,geneticCounseling,PROD823,L,N,N,1/1/2016,12/31/2023,N,N,N
Inpatient,geneticCounseling,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,geneticCounseling,PROD823,L,Y,Y,1/1/2016,12/31/2023,N,pcpAndSpec,N
Outpatient,geneticCounseling,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,geneticCounseling,PROD823,L,N,N,1/1/2016,12/31/2023,N,N,N
Office,gymReimbursement,PROD823,L,N,N,1/1/2016,12/31/2023,N,N,N
Outpatient,gymReimbursement,PROD823,L,N,N,1/1/2016,12/31/2023,N,N,N
Inpatient,gymReimbursement,PROD823,L,Y,N,1/1/2016,12/31/2023,N,N,N
Outpatient,gymReimbursement,PROD823,L,Y,N,1/1/2016,12/31/2023,N,N,N
Office,gymReimbursement,PROD823,L,Y,N,1/1/2016,12/31/2023,N,N,N
Inpatient,gymReimbursement,PROD823,L,N,N,1/1/2016,12/31/2023,N,N,N
Outpatient,healthEducation,PROD823,L,N,N,1/1/2016,12/31/2023,N,N,N
Office,healthEducation,PROD823,L,N,N,1/1/2016,12/31/2023,N,N,N
Inpatient,healthEducation,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,healthEducation,PROD823,L,Y,Y,1/1/2016,12/31/2023,N,pcpAndSpec,N
Outpatient,healthEducation,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,healthEducation,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,hearingAidRepair,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,hearingAidRepair,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,hearingAidRepair,PROD823,L,Y,N,1/1/2016,12/31/2023,N,N,N
Outpatient,hearingAidRepair,PROD823,L,Y,N,1/1/2016,12/31/2023,N,N,N
Office,hearingAidRepair,PROD823,L,Y,N,1/1/2016,12/31/2023,N,N,N
Inpatient,hearingAidRepair,PROD823,L,N,N,1/1/2016,12/31/2023,N,N,N
Outpatient,hearingAids,PROD823,L,N,N,1/1/2016,12/31/2023,N,N,N
Office,hearingAids,PROD823,L,N,N,1/1/2016,12/31/2023,N,N,N
Inpatient,hearingAids,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,hearingAids,PROD823,L,Y,Y,1/1/2016,12/31/2023,N,"""50%""",N
Office,hearingAids,PROD823,L,Y,Y,1/1/2016,12/31/2023,N,"""50%""",N
Inpatient,hearingAids,PROD823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,hearingExam,PROD823,L,N,Y,1/1/2016,12/31/2023,N,"""50%""",N
Office,hearingExam,PROD823,L,N,Y,1/1/2016,12/31/2023,N,"""50%""",N
Inpatient,hearingExam,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,hearingExam,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,hearingExam,PROD823,L,Y,Y,1/1/2016,12/31/2023,N,pcpAndSpec,N
Inpatient,hearingExam,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,homeDialysis,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,homeDialysis,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,homeDialysis,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,homeDialysis,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,homeDialysis,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,homeDialysis,PROD823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,homeHealthCare,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,homeHealthCare,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,homeHealthCare,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,homeHealthCare,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,homeHealthCare,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,homeHealthCare,PROD823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,homeInfusionTherapy,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,homeInfusionTherapy,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,homeInfusionTherapy,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,homeInfusionTherapy,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,homeInfusionTherapy,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,homeInfusionTherapy,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,N
Office,hospice ,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,hospice ,PROD823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,hospice ,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,hospice ,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,hospice ,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,hospice ,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,hyberbaricOxygenTherapy,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,hyberbaricOxygenTherapy,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,hyberbaricOxygenTherapy,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,hyberbaricOxygenTherapy,PROD823,L,Y,Y,1/1/2016,12/31/2023,N,specialistCopay,N
Outpatient,hyberbaricOxygenTherapy,PROD823,L,Y,Y,1/1/2016,12/31/2023,N,specialistCopay,N
Inpatient,hyberbaricOxygenTherapy,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,infertilityServices,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,infertilityServices,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,infertilityServices,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,infertilityServices,PROD823,L,Y,Y,1/1/2016,12/31/2023,N,"""20%""",N
Office,infertilityServices,PROD823,L,Y,Y,1/1/2016,12/31/2023,N,"""20%""",N
Inpatient,infertilityServices,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,inhalationTherapy,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,inhalationTherapy,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,inhalationTherapy,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,inhalationTherapy,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,inhalationTherapy,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,inhalationTherapy,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,inpatientMaternity,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,inpatientMaternity,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,inpatientMaternity,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,inpatientMaternity,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,inpatientMaternity,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,inpatientMaternity,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,ipChemicalRehab,PROD823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipChemicalRehab,PROD823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipChemicalRehab,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,ipChemicalRehab,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipChemicalRehab,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipChemicalRehab,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,ipDetox,PROD823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipDetox,PROD823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipDetox,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,ipDetox,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipDetox,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipDetox,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,ipHospital,PROD823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipHospital,PROD823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipHospital,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,ipHospital,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipHospital,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipHospital,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,ipMentalHealth,PROD823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipMentalHealth,PROD823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipMentalHealth,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,ipMentalHealth,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipMentalHealth,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipMentalHealth,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,ipRehab,PROD823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipRehab,PROD823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipRehab,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,ipRehab,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipRehab,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipRehab,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,ipSnf,PROD823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipSnf,PROD823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipSnf,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,ipSnf,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipSnf,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipSnf,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,laboratoryServices,PROD823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,laboratoryServices,PROD823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,laboratoryServices,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,laboratoryServices,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,laboratoryServices,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,laboratoryServices,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,leadScreening,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,leadScreening,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,leadScreening,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,leadScreening,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,leadScreening,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,leadScreening,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,maternityBirthCenters,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,maternityBirthCenters,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,maternityBirthCenters,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,maternityBirthCenters,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,maternityBirthCenters,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,maternityBirthCenters,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,medicalAbortion,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,medicalAbortion,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,medicalAbortion,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,medicalAbortion,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,medicalAbortion,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,medicalAbortion,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,mhSaLabScreening,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,mhSaLabScreening,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,mhSaLabScreening,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,mhSaLabScreening,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,mhSaLabScreening,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,mhSaLabScreening,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,mriMra,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,mriMra,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,mriMra,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,mriMra,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,mriMra,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,mriMra,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,neuropsychologicalTesting,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,neuropsychologicalTesting,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,neuropsychologicalTesting,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,neuropsychologicalTesting,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,neuropsychologicalTesting,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,neuropsychologicalTesting,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,newbornNursery,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,newbornNursery,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,newbornNursery,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,newbornNursery,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,newbornNursery,PROD823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,newbornNursery,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,nonRoutineGynExam,PROD823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,nonRoutineGynExam,PROD823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,nonRoutineGynExam,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,nonRoutineGynExam,PROD823,L,Y,Y,1/1/2016,12/31/2023,N,specialistCopay,N
Office,nonRoutineGynExam,PROD823,L,Y,Y,1/1/2016,12/31/2023,N,specialistCopay,N
Inpatient,nonRoutineGynExam,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,nonRoutineMammogram,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,nonRoutineMammogram,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,nonRoutineMammogram,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,nonRoutineMammogram,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,nonRoutineMammogram,PROD823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,nonRoutineMammogram,PROD823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
